"id","date","description","amount","balance","messageDate","locationId","locationName","originalAmount","discountAmount"
"64b1cb5ce88d75773b2d560f","Jul 15th 2023, 03:55:37 AM","SMS, ref: dU9eMn2owxXRS5n6nLWk",-0.00711,"12.921964","Jul 15th 2023, 03:55:30 AM","x7nLyDSHiewYRtwYlX0h","GM Baptist Outreach",0.0079,0.00079
"64b1ca7d0cd03defaa6542ed","Jul 15th 2023, 03:51:51 AM","EMAIL Description, ref: Cvm7dLymRp8Nbann4BRZ",-0.000675,"12.929074","Jul 15th 2023, 03:51:46 AM","x7nLyDSHiewYRtwYlX0h","GM Baptist Outreach",-0.000675,0
"64b1ca7caea47f14701ee4ca","Jul 15th 2023, 03:51:51 AM","SMS, ref: EgYeqknXhcNZWCk18yF9",-0.02133,"12.929749","Jul 15th 2023, 03:51:48 AM","x7nLyDSHiewYRtwYlX0h","GM Baptist Outreach",0.0237,0.00237
"64b1ca7abb09f0818b511748","Jul 15th 2023, 03:51:51 AM","SMS, ref: 9FE1GCCzRLtZMPTm9VK1",-0.00711,"12.951079","Jul 15th 2023, 03:51:46 AM","x7nLyDSHiewYRtwYlX0h","GM Baptist Outreach",0.0079,0.00079
"64b1a575e88d753c852bf612","Jul 15th 2023, 01:13:53 AM","SMS, ref: u5s4wkOhDs7om9cxwgGP",-0.02844,"12.958189","Jul 15th 2023, 01:13:49 AM","x7nLyDSHiewYRtwYlX0h","GM Baptist Outreach",0.0316,0.00316
"64b1a5740cd03d80515f3d4d","Jul 15th 2023, 01:13:53 AM","EMAIL Description, ref: Wh5uK6TGKUsrJdQjd8cn",-0.000675,"12.986629","Jul 15th 2023, 01:13:46 AM","x7nLyDSHiewYRtwYlX0h","GM Baptist Outreach",-0.000675,0
"64b1a0c3aa9f660b1f06016a","Jul 15th 2023, 12:53:52 AM","SMS, ref: GKcY10SwmmSqrJpvNpKm",-0.00711,"12.987304","Jul 15th 2023, 12:53:47 AM","x7nLyDSHiewYRtwYlX0h","GM Baptist Outreach",0.0079,0.00079
"64b1a0c321092f8a19c9b8c4","Jul 15th 2023, 12:53:52 AM","EMAIL Description, ref: 5f9sbgBJgEUBTFVqo2U8",-0.000675,"12.994414","Jul 15th 2023, 12:53:46 AM","x7nLyDSHiewYRtwYlX0h","GM Baptist Outreach",-0.000675,0
"64b181a422bd7cbf9e5cc963","Jul 14th 2023, 10:41:02 PM","EMAIL Description, ref: YTFHK939jDLe41yFs5rE",-0.000675,"12.995089","Jul 14th 2023, 10:40:58 PM","x7nLyDSHiewYRtwYlX0h","GM Baptist Outreach",-0.000675,0
"64b181a3afb8f978234cfd1c","Jul 14th 2023, 10:41:02 PM","SMS, ref: RJ8OZFnOifXUDpx1Etf4",-0.02133,"12.995764","Jul 14th 2023, 10:40:59 PM","x7nLyDSHiewYRtwYlX0h","GM Baptist Outreach",0.0237,0.00237
"64b181a20bbcd1bcf6d4f671","Jul 14th 2023, 10:41:02 PM","SMS, ref: DywuHGo1z76jda0QudYf",-0.00711,"13.017094","Jul 14th 2023, 10:40:57 PM","x7nLyDSHiewYRtwYlX0h","GM Baptist Outreach",0.0079,0.00079
"64b12c02f2c5fb860b2eed83","Jul 14th 2023, 04:35:46 PM","SMS-MESSAGES-CARRIERFEES (1)",-0.003,"13.024204","-","O9f0bfIS8vUjYiw25c3y","Eternal Life Baptist Church",-0.003,0
"64b129892b8de6152d6588de","Jul 14th 2023, 04:25:18 PM","SMS-MESSAGES-CARRIERFEES (1)",-0.01,"13.027204","-","zGXo1HqbvDXwU3in2zpe","Vision Baptist Church",-0.01,0
"64b127a4895ff55d405e0342","Jul 14th 2023, 04:17:05 PM","SMS, ref: awL8Yjd1302fug7YRlDQ",-0.00711,"13.037204","Jul 14th 2023, 04:17:00 PM","NWLQRF1GGDulzba3hnCP","Community Baptist Church ",0.0079,0.00079
"64b1278a6ec74747cd43d3a9","Jul 14th 2023, 04:16:39 PM","SMS, ref: D2cHhCGRB7ZSfVedmyHA",-0.05688,"13.044314","Jul 14th 2023, 04:16:33 PM","NWLQRF1GGDulzba3hnCP","Community Baptist Church ",0.0632,0.00632
"64b0f2a0cd3fb8f3e79d204f","Jul 14th 2023, 12:31:08 PM","A2P-REGISTRATION-FEES (1)",-4.2,"13.101194","-","fDrpo7LDWVdmhJHMEaj4","#2 Facebook Campaign ",-4.2,0
"64b0c30c5fe79554453048e8","Jul 14th 2023, 09:07:51 AM","EMAIL Description, ref: IPUQsyMGcLdw1Kopy1Gt",-0.000675,"17.301194","Jul 14th 2023, 09:07:46 AM","O9f0bfIS8vUjYiw25c3y","Eternal Life Baptist Church",-0.000675,0
"64b0c30ae88d752cb82453c4","Jul 14th 2023, 09:07:51 AM","SMS, ref: wAxyF231vcH7mojhWqnE",-0.00711,"17.301869","Jul 14th 2023, 09:07:46 AM","O9f0bfIS8vUjYiw25c3y","Eternal Life Baptist Church",0.0079,0.00079
"64b07ec6fb19f86a69919bfa","Jul 14th 2023, 04:16:35 AM","CALL, ref: Oc3DXFO6s0pnFQ9ASEBP",-0.22275,"17.308979","Jul 14th 2023, 04:16:28 AM","zGXo1HqbvDXwU3in2zpe","Vision Baptist Church",0.2475,0.02475
"64b07c4b2d0d1748f6ffd4b7","Jul 14th 2023, 04:06:00 AM","SMS, ref: f2yCOYzYHOTdoY8Bc7to",-0.00711,"17.531729","Jul 14th 2023, 04:05:55 AM","zGXo1HqbvDXwU3in2zpe","Vision Baptist Church",0.0079,0.00079
"64b07c231aeb69799cf9c5c7","Jul 14th 2023, 04:05:17 AM","SMS, ref: EB26dMMNfQTItapXAQpf",-0.00711,"17.538839","Jul 14th 2023, 04:05:15 AM","zGXo1HqbvDXwU3in2zpe","Vision Baptist Church",0.0079,0.00079
"64b07c20702305115eebe6b6","Jul 14th 2023, 04:05:17 AM","SMS, ref: YGTc1ez1KCYLn3sZg8lu",-0.00711,"17.545949","Jul 14th 2023, 04:05:11 AM","zGXo1HqbvDXwU3in2zpe","Vision Baptist Church",0.0079,0.00079
"64afdaccfa4281366becea06","Jul 13th 2023, 04:37:01 PM","SMS-MESSAGES-CARRIERFEES (1)",-0.003,"17.553059","-","O9f0bfIS8vUjYiw25c3y","Eternal Life Baptist Church",-0.003,0
"64afb7a5b7adb8cf3a7fec26","Jul 13th 2023, 02:07:03 PM","SMS-MESSAGES-CARRIERFEES (5)",-0.026,"17.556059","-","x7nLyDSHiewYRtwYlX0h","GM Baptist Outreach",-0.026,0
"64af0e5cf8fb2a9c98020f50","Jul 13th 2023, 02:04:41 AM","EMAIL Description, ref: 8QROaHgn0J3jbN1ULdto",-0.000675,"17.582059","Jul 13th 2023, 02:04:34 AM","x7nLyDSHiewYRtwYlX0h","GM Baptist Outreach",-0.000675,0
"64af0c05f8fb2a6aeb01b8ad","Jul 13th 2023, 01:54:40 AM","EMAIL Description, ref: fuicFsRwbi9UORZ6cc3g",-0.000675,"17.582734","Jul 13th 2023, 01:54:36 AM","x7nLyDSHiewYRtwYlX0h","GM Baptist Outreach",-0.000675,0
"64af0c0372506c433d354004","Jul 13th 2023, 01:54:40 AM","SMS, ref: YgQ5ZbgIpee148eGtpnc",-0.00711,"17.583409","Jul 13th 2023, 01:54:34 AM","x7nLyDSHiewYRtwYlX0h","GM Baptist Outreach",0.0079,0.00079
"64aef8d0e1f96944b2dca7fa","Jul 13th 2023, 12:32:44 AM","SMS, ref: zixzV81xN3yyOILDmJd1",-0.01422,"17.590519","Jul 13th 2023, 12:32:40 AM","x7nLyDSHiewYRtwYlX0h","GM Baptist Outreach",0.0158,0.00158
"64aef8943cf170b976e30911","Jul 13th 2023, 12:31:44 AM","SMS, ref: Y6F87vlSF8jWGLwslDNE",-0.02133,"17.604739","Jul 13th 2023, 12:31:40 AM","x7nLyDSHiewYRtwYlX0h","GM Baptist Outreach",0.0237,0.00237
"64aef892f8fb2a6f50fe9384","Jul 13th 2023, 12:31:44 AM","EMAIL Description, ref: RbTH3E8kPdHIWuIjKxSL",-0.000675,"17.626069","Jul 13th 2023, 12:31:36 AM","x7nLyDSHiewYRtwYlX0h","GM Baptist Outreach",-0.000675,0
"64aef6355b76f4b078fcc62b","Jul 13th 2023, 12:21:38 AM","SMS, ref: YlAnWYzCOeaDYlPg1T92",-0.01422,"17.626744","Jul 13th 2023, 12:21:33 AM","x7nLyDSHiewYRtwYlX0h","GM Baptist Outreach",0.0158,0.00158
"64aed7b370b5008a6ca56dcd","Jul 12th 2023, 10:11:26 PM","SMS, ref: u6i8OtoJ5PEcZViFrZOq",-0.00711,"17.640964","Jul 12th 2023, 10:11:20 PM","O9f0bfIS8vUjYiw25c3y","Eternal Life Baptist Church",0.0079,0.00079
"64aed7b2b6fbb9d8b01258b7","Jul 12th 2023, 10:11:26 PM","EMAIL Description, ref: dEsVJrrHtorfsNAFTCP0",-0.000675,"17.648074","Jul 12th 2023, 10:11:21 PM","O9f0bfIS8vUjYiw25c3y","Eternal Life Baptist Church",-0.000675,0
"64aec72b25d3e1f2fa65d92a","Jul 12th 2023, 09:00:56 PM","First Monthly charge of (740) 971-2875 for July 2023",-1.035,"17.648749","-","uBrwnxO2rHL4EMoBxVze","#1 Facebook Camaign",1.15,0.115
"64aea534b35f1a65344d8934","Jul 12th 2023, 06:36:04 PM","EMAIL Description, ref: 45s4ZUyoacYFtRaVFPdx",-0.000675,"18.683749","Jul 12th 2023, 06:35:19 PM","x7nLyDSHiewYRtwYlX0h","GM Baptist Outreach",-0.000675,0
"64aea51070b5002e44a30afe","Jul 12th 2023, 06:35:26 PM","SMS, ref: iw8l0jQx6KJ5zTcosRVD",-0.00711,"18.684424","Jul 12th 2023, 06:35:20 PM","x7nLyDSHiewYRtwYlX0h","GM Baptist Outreach",0.0079,0.00079
"64ae87043cf170446cde3c88","Jul 12th 2023, 04:27:14 PM","SMS-MESSAGES-CARRIERFEES (1)",-0.003,"18.691534","-","O9f0bfIS8vUjYiw25c3y","Eternal Life Baptist Church",-0.003,0
"64ae660de0719a844fa85306","Jul 12th 2023, 02:06:39 PM","SMS-MESSAGES-CARRIERFEES (1)",-0.004,"18.694534","-","x7nLyDSHiewYRtwYlX0h","GM Baptist Outreach",-0.004,0
"64ad7bc7055d7712d9043460","Jul 11th 2023, 09:26:58 PM","EMAIL Description, ref: 5SnKBg4BpSSrzWklmtXD",-0.000675,"18.698534","Jul 11th 2023, 09:26:53 PM","O9f0bfIS8vUjYiw25c3y","Eternal Life Baptist Church",-0.000675,0
"64ad7bc5046c94554e0f24da","Jul 11th 2023, 09:26:58 PM","SMS, ref: AOHXfnf3T4bGEmorUxnf",-0.00711,"18.699209","Jul 11th 2023, 09:26:53 PM","O9f0bfIS8vUjYiw25c3y","Eternal Life Baptist Church",0.0079,0.00079
"64ad6172337a01c8147c0f1a","Jul 11th 2023, 07:34:40 PM","SMS, ref: qzqb1nnVWJdV3vt1zRSZ",-0.01422,"18.706319","Jul 11th 2023, 07:34:34 PM","x7nLyDSHiewYRtwYlX0h","GM Baptist Outreach",0.0158,0.00158
"64ad3534f00af7c5904b29c6","Jul 11th 2023, 04:25:55 PM","SMS-MESSAGES-CARRIERFEES (1)",-0.003,"18.720539","-","O9f0bfIS8vUjYiw25c3y","Eternal Life Baptist Church",-0.003,0
"64ad34f5ed46943bfb38cf79","Jul 11th 2023, 04:24:53 PM","SMS-MESSAGES-CARRIERFEES (3)",-0.023,"18.723539","-","zGXo1HqbvDXwU3in2zpe","Vision Baptist Church",-0.023,0
"64ad21485543173d934db9d0","Jul 11th 2023, 03:00:55 PM","SMS-MESSAGES-CARRIERFEES (1)",-0.009,"18.746539","-","i34q6HKMJF81B3OhJ5Qr","Heltonville Fitness Center",-0.009,0
"64aca19b3de89f3f3777daf9","Jul 11th 2023, 05:56:08 AM","CALL, ref: MVzQDtIVKHQythuL1UgW",-0.26325,"18.755539","Jul 11th 2023, 05:56:02 AM","zGXo1HqbvDXwU3in2zpe","Vision Baptist Church",0.2925,0.02925
"64ac9eadfe32a0202aa1faae","Jul 11th 2023, 05:43:38 AM","SMS, ref: peUP7tvvwQ0GxLQ88Bje",-0.00711,"19.018789","Jul 11th 2023, 05:43:33 AM","zGXo1HqbvDXwU3in2zpe","Vision Baptist Church",0.0079,0.00079
"64ac80c6864281f9f709af86","Jul 11th 2023, 03:36:13 AM","EMAIL Description, ref: Omg8rxbPsKgYm1Woua13",-0.000675,"19.025899","Jul 11th 2023, 03:35:45 AM","O9f0bfIS8vUjYiw25c3y","Eternal Life Baptist Church",-0.000675,0
"64ac80b9a95edc8dee17fd8e","Jul 11th 2023, 03:35:50 AM","SMS, ref: ygRQV4hD2r11aT9P3cm3",-0.00711,"19.026574","Jul 11th 2023, 03:35:45 AM","O9f0bfIS8vUjYiw25c3y","Eternal Life Baptist Church",0.0079,0.00079
"64ac2b5ce78f181d083d3fbe","Jul 10th 2023, 09:31:36 PM","SMS, ref: ymdiBRhXHuWpBEXH6F6l",-0.00711,"19.033684","Jul 10th 2023, 09:31:32 PM","zGXo1HqbvDXwU3in2zpe","Vision Baptist Church",0.0079,0.00079
"64ac2ad542e09e0de40b37f6","Jul 10th 2023, 09:29:22 PM","CALL, ref: ATSyRLyspo5BskpCOwyc",-0.0126,"19.040794","Jul 10th 2023, 09:29:16 PM","zGXo1HqbvDXwU3in2zpe","Vision Baptist Church",0.014,0.0014
"64ac2262e9d4393bc77b456e","Jul 10th 2023, 09:23:18 PM","EMAIL Description, ref: bBN9bPfZ9kRhkpHokzwg",-0.000675,"19.053394","Jul 10th 2023, 08:50:10 PM","i34q6HKMJF81B3OhJ5Qr","Heltonville Fitness Center",-0.000675,0
"64ac221e954ffe4696475d22","Jul 10th 2023, 08:52:34 PM","SMS, ref: xTBvNPM2DSWkTK5eOtAW",-0.00711,"19.054069","Jul 10th 2023, 08:52:05 PM","zGXo1HqbvDXwU3in2zpe","Vision Baptist Church",0.0079,0.00079
"64ac22174ed5d737a77c41ac","Jul 10th 2023, 08:52:34 PM","SMS, ref: ZwdcBMK4vsvOdKRzIAVg",-0.00711,"19.061179","Jul 10th 2023, 08:51:58 PM","zGXo1HqbvDXwU3in2zpe","Vision Baptist Church",0.0079,0.00079
"64ac22103de89f1fbd72c859","Jul 10th 2023, 08:52:34 PM","SMS, ref: 5mYCxR0DEuWR4BKhFPuc",-0.00711,"19.068289","Jul 10th 2023, 08:51:52 PM","zGXo1HqbvDXwU3in2zpe","Vision Baptist Church",0.0079,0.00079
"64ac21ac3de89f8def72c31a","Jul 10th 2023, 08:50:47 PM","SMS, ref: WBojIaN4ILBoauIDVME3",-0.02133,"19.075399","Jul 10th 2023, 08:50:11 PM","i34q6HKMJF81B3OhJ5Qr","Heltonville Fitness Center",0.0237,0.00237
"64ac1bd39f344d716a183557","Jul 10th 2023, 08:25:19 PM","SMS, ref: 00q45BQPHnpNmDiv3Q0b",-0.00711,"19.096729","Jul 10th 2023, 08:25:15 PM","zGXo1HqbvDXwU3in2zpe","Vision Baptist Church",0.0079,0.00079
"64abefde88dd6e81710c6f78","Jul 10th 2023, 05:18:00 PM","SMS-MESSAGES-CARRIERFEES (1)",-0.003,"19.103839","-","O9f0bfIS8vUjYiw25c3y","Eternal Life Baptist Church",-0.003,0
"64abe5bfb51db4502f7fe8b0","Jul 10th 2023, 04:34:32 PM","EMAIL Description, ref: YkILDFTdhAuxMK6A1JmZ",-0.000675,"19.106839","Jul 10th 2023, 04:34:26 PM","O9f0bfIS8vUjYiw25c3y","Eternal Life Baptist Church",-0.000675,0
"64abe5bba1418848a34a71ed","Jul 10th 2023, 04:34:32 PM","SMS, ref: DaEPl2fSH025j9hLKflD",-0.00711,"19.107514","Jul 10th 2023, 04:34:26 PM","O9f0bfIS8vUjYiw25c3y","Eternal Life Baptist Church",0.0079,0.00079
"64aa9217af24ca36e88d043c","Jul 9th 2023, 04:25:28 PM","SMS-MESSAGES-CARRIERFEES (1)",-0.003,"19.114624","-","O9f0bfIS8vUjYiw25c3y","Eternal Life Baptist Church",-0.003,0
"64aa91cd6526c96a9b04c47c","Jul 9th 2023, 04:24:13 PM","SMS-MESSAGES-CARRIERFEES (4)",-0.075,"19.117624","-","zGXo1HqbvDXwU3in2zpe","Vision Baptist Church",-0.075,0
"64aa13e5b8fc4b1582e0062f","Jul 9th 2023, 07:26:58 AM","SMS, ref: up1a77PucfANtWtgMQwF",-0.00711,"19.192624","Jul 9th 2023, 07:26:53 AM","zGXo1HqbvDXwU3in2zpe","Vision Baptist Church",0.0079,0.00079
"64aa106d2e8ba454a4b202c0","Jul 9th 2023, 07:12:10 AM","SMS, ref: UAPHLGvWsHmjKWOdrEY1",-0.02133,"19.199734","Jul 9th 2023, 07:12:05 AM","zGXo1HqbvDXwU3in2zpe","Vision Baptist Church",0.0237,0.00237
"64aa106803fdd82b12dcd840","Jul 9th 2023, 07:12:01 AM","SMS, ref: 2Q49RIsvqv9dkjV7J0mL",-0.02133,"19.221064","Jul 9th 2023, 07:12:00 AM","zGXo1HqbvDXwU3in2zpe","Vision Baptist Church",0.0237,0.00237
"64aa1064a4f783230d8485d7","Jul 9th 2023, 07:12:01 AM","SMS, ref: W16mUKjq3OmErtA61qHy",-0.02133,"19.242394","Jul 9th 2023, 07:11:56 AM","zGXo1HqbvDXwU3in2zpe","Vision Baptist Church",0.0237,0.00237
"64aa105fb8fc4b2f15dff5b0","Jul 9th 2023, 07:11:56 AM","SMS, ref: Jz0YPCXQ2ym0yKSahaah",-0.02133,"19.263724","Jul 9th 2023, 07:11:51 AM","zGXo1HqbvDXwU3in2zpe","Vision Baptist Church",0.0237,0.00237
"64aa1057a4f7833ede8485a0","Jul 9th 2023, 07:11:48 AM","SMS, ref: AEZi7rJFSLGf2b8ZvaZQ",-0.02133,"19.285054","Jul 9th 2023, 07:11:43 AM","zGXo1HqbvDXwU3in2zpe","Vision Baptist Church",0.0237,0.00237
"64aa104faf24ca21478a5df5","Jul 9th 2023, 07:11:37 AM","SMS-MESSAGES-CARRIERFEES (30)",-0.58,"19.306384","-","zGXo1HqbvDXwU3in2zpe","Vision Baptist Church",-0.58,0
